Text	Sentiment	Category
The longer and more carefully we look at a funny story, the sadder it becomes.	0	worldview
There is some kind of a sweet innocence in being human- in not having to be just happy or just sad- in the nature of being able to be both broken and whole, at the same time.	0	worldview
So it’s true, when all is said and done, grief is the price we pay for love.	0	worldview
The largest part of what we call ‘personality’ is determined by how we’ve opted to defend ourselves against anxiety and sadness.	0	worldview
Sadness gives depth. Happiness gives height. Sadness gives roots. Happiness gives branches. Happiness is like a tree going into the sky, and sadness is like the roots going down into the womb of the earth. Both are needed, and the higher a tree goes, the deeper it goes, simultaneously. The bigger the tree, the bigger will be its roots. In fact, it is always in proportion. That’s its balance.	0	worldview
Don’t be ashamed to weep; ’tis right to grieve. Tears are only water, and flowers, trees, and fruit cannot grow without water. But there must be sunlight also. A wounded heart will heal in time, and when it does, the memory and love of our lost ones is sealed inside to comfort us.	0	worldview
Tears are words the mouth can’t say nor can the heart bear.	0	worldview
Every time I hear something negative, I will replace it with a positive thought.	1	affirmation
I recognize that toxic people are not worth my time or energy	0	affirmation
I will not take negative comments or behavior personally.	0	affirmation
I am the only person here who can control my emotions.	0	affirmation
I know that my success depends on staying focused.	0	affirmation
I recognize the beauty that surrounds me, even when I am in the presence of toxic people.	0	affirmation
I can’t change anyone else, but I can stay positive.	1	affirmation
I have gratitude in my heart and that is all that matters.	0	affirmation
I keep an open mind and focus on positive things.	1	affirmation
I choose to be cheerful and optimistic.	1	affirmation
I will not respond to negative people.	1	affirmation
I am powerful and no one can take it away from me.	1	affirmation
I am happy and positive no matter who is arround me	1	affirmation
Miracles happen to those who believe in them.	0	worldview
One small positive thought can change your whole day.	0	worldview
Believe you can and you’re halfway there.	0	worldview
Be positive. Be true. Be kind.	0	advice
You cannot have a positive life and a negative mind.	1	worldview
If you are positive, you’ll see opportunities instead of obstacles.	1	worldview
Write it on your heart that every day is the best day in the year.	1	worldview
Accentuate the positive, Eliminate the Negative, latch onto the affirmative.	1	advice
I will go anywhere as long as it’s forward.	0	advice
My dear friend, clear your mind of cant.	1	worldview
Keep a smile on your face. Keep a spring in your step.	0	advice
A positive atmosphere nurtures a positive attitude, which is required to take positive action.	0	worldview
Turn every life situation into a positive one.	1	advice
Believe that life is worth living and your belief will help create the fact.	0	advice
The most positive men are the most credulous.	0	worldview
Your positive action combined with positive thinking results in success.	0	worldview
Don’t focus on negative things; focus on the positive, and you will flourish.	1	advice
Inspiration comes from within yourself. One has to be positive. When you’re positive, good things happen.	1	worldview
Surround yourself with positive people and you’ll be a positive person.	0	worldview
